RightDownTeeVector,0295D
DownLeftTeeVector,0295E
DownRightTeeVector,0295F
LeftUpTeeVector,02960
LeftDownTeeVector,02961
lHar,02962
uHar,02963
rHar,02964
dHar,02965
luruhar,02966
ldrdhar,02967
ruluhar,02968
rdldhar,02969
lharul,0296A
llhard,0296B
rharul,0296C
lrhard,0296D
UpEquilibrium,0296E
udhar,0296E
ReverseUpEquilibrium,0296F
duhar,0296F
RoundImplies,02970
erarr,02971
simrarr,02972
larrsim,02973
rarrsim,02974
rarrap,02975
ltlarr,02976
gtrarr,02978
subrarr,02979
suplarr,0297B
lfisht,0297C
rfisht,0297D
ufisht,0297E
dfisht,0297F
lopar,02985
ropar,02986
lbrke,0298B
rbrke,0298C
lbrkslu,0298D
rbrksld,0298E
lbrksld,0298F
rbrkslu,02990
langd,02991
rangd,02992
lparlt,02993
rpargt,02994
gtlPar,02995
ltrPar,02996
vzigzag,0299A
vangrt,0299C
angrtvbd,0299D
ange,029A4
range,029A5
dwangle,029A6
uwangle,029A7
angmsdaa,029A8
angmsdab,029A9
angmsdac,029AA
angmsdad,029AB
angmsdae,029AC
angmsdaf,029AD
angmsdag,029AE
angmsdah,029AF
bemptyv,029B0
demptyv,029B1
cemptyv,029B2
raemptyv,029B3
laemptyv,029B4
ohbar,029B5
omid,029B6
opar,029B7
operp,029B9
olcross,029BB
odsold,029BC
olcir,029BE
ofcir,029BF
olt,029C0
ogt,029C1
cirscir,029C2
cirE,029C3
solb,029C4
bsolb,029C5
boxbox,029C9
trisb,029CD
rtriltri,029CE
LeftTriangleBar,029CF
RightTriangleBar,029D0
race,029DA
iinfin,029DC
infintie,029DD
nvinfin,029DE
eparsl,029E3
smeparsl,029E4
eqvparsl,029E5
blacklozenge,029EB
lozf,029EB
RuleDelayed,029F4
dsol,029F6
bigodot,02A00
xodot,02A00
bigoplus,02A01
xoplus,02A01
bigotimes,02A02
xotime,02A02
biguplus,02A04
xuplus,02A04
bigsqcup,02A06
xsqcup,02A06
iiiint,02A0C
qint,02A0C
fpartint,02A0D
cirfnint,02A10
awint,02A11
rppolint,02A12
scpolint,02A13
npolint,02A14
pointint,02A15
quatint,02A16
intlarhk,02A17
pluscir,02A22
plusacir,02A23
simplus,02A24
plusdu,02A25
plussim,02A26
plustwo,02A27
mcomma,02A29
minusdu,02A2A
loplus,02A2D
roplus,02A2E
Cross,02A2F
timesd,02A30
timesbar,02A31
smashp,02A33
lotimes,02A34
rotimes,02A35
otimesas,02A36
Otimes,02A37
odiv,02A38
triplus,02A39
triminus,02A3A
tritime,02A3B
intprod,02A3C
iprod,02A3C
amalg,02A3F
capdot,02A40
ncup,02A42
ncap,02A43
capand,02A44
cupor,02A45
cupcap,02A46
capcup,02A47
cupbrcap,02A48
capbrcup,02A49
cupcup,02A4A
capcap,02A4B
ccups,02A4C
ccaps,02A4D
ccupssm,02A50
And,02A53
Or,02A54
andand,02A55
oror,02A56
orslope,02A57
andslope,02A58
andv,02A5A
orv,02A5B
andd,02A5C
ord,02A5D
wedbar,02A5F
sdote,02A66
simdot,02A6A
congdot,02A6D
easter,02A6E
apacir,02A6F
apE,02A70
eplus,02A71
pluse,02A72
Esim,02A73
Colone,02A74
Equal,02A75
ddotseq,02A77
eDDot,02A77
equivDD,02A78
ltcir,02A79
gtcir,02A7A
ltquest,02A7B
gtquest,02A7C
LessSlantEqual,02A7D
leqslant,02A7D
les,02A7D
GreaterSlantEqual,02A7E
geqslant,02A7E
ges,02A7E
lesdot,02A7F
gesdot,02A80
lesdoto,02A81
gesdoto,02A82
lesdotor,02A83
gesdotol,02A84
lessapprox,02A85
lap,02A85
gtrapprox,02A86
gap,02A86
lneq,02A87
lne,02A87
gneq,02A88
gne,02A88
lnapprox,02A89
lnap,02A89
gnapprox,02A8A
gnap,02A8A
lesseqqgtr,02A8B
lEg,02A8B
gtreqqless,02A8C
gEl,02A8C
lsime,02A8D
gsime,02A8E
lsimg,02A8F
gsiml,02A90
lgE,02A91
glE,02A92
lesges,02A93
gesles,02A94
eqslantless,02A95
els,02A95
eqslantgtr,02A96
egs,02A96
elsdot,02A97
egsdot,02A98
el,02A99
eg,02A9A
siml,02A9D
simg,02A9E
simlE,02A9F
simgE,02AA0
LessLess,02AA1
GreaterGreater,02AA2
glj,02AA4
gla,02AA5
ltcc,02AA6
gtcc,02AA7
lescc,02AA8
gescc,02AA9
smt,02AAA
lat,02AAB
smte,02AAC
late,02AAD
bumpE,02AAE
preceq,02AAF
PrecedesEqual,02AAF
pre,02AAF
succeq,02AB0
SucceedsEqual,02AB0
sce,02AB0
prE,02AB3
scE,02AB4
precneqq,02AB5
prnE,02AB5
succneqq,02AB6
scnE,02AB6
precapprox,02AB7
prap,02AB7
succapprox,02AB8
scap,02AB8
precnapprox,02AB9
prnap,02AB9
succnapprox,02ABA
scnap,02ABA
Pr,02ABB
Sc,02ABC
subdot,02ABD
supdot,02ABE
subplus,02ABF
supplus,02AC0
submult,02AC1
supmult,02AC2
subedot,02AC3
supedot,02AC4
subseteqq,02AC5
subE,02AC5
supseteqq,02AC6
supE,02AC6
subsim,02AC7
supsim,02AC8
subsetneqq,02ACB
subnE,02ACB
supsetneqq,02ACC
supnE,02ACC
csub,02ACF
csup,02AD0
csube,02AD1
csupe,02AD2
subsup,02AD3
supsub,02AD4
subsub,02AD5
supsup,02AD6
suphsub,02AD7
supdsub,02AD8
forkv,02AD9
topfork,02ADA
mlcp,02ADB
DoubleLeftTee,02AE4
Dashv,02AE4
Vdashl,02AE6
Barv,02AE7
vBar,02AE8
vBarv,02AE9
Vbar,02AEB
Not,02AEC
bNot,02AED
rnmid,02AEE
cirmid,02AEF
midcir,02AF0
topcir,02AF1
nhpar,02AF2
parsim,02AF3
parsl,02AFD
fflig,0FB00
filig,0FB01
fllig,0FB02
ffilig,0FB03
ffllig,0FB04
Ascr,1D49C
Cscr,1D49E
Dscr,1D49F
Gscr,1D4A2
Jscr,1D4A5
Kscr,1D4A6
Nscr,1D4A9
Oscr,1D4AA
Pscr,1D4AB
Qscr,1D4AC
Sscr,1D4AE
Tscr,1D4AF
Uscr,1D4B0
Vscr,1D4B1
Wscr,1D4B2
Xscr,1D4B3
Yscr,1D4B4
Zscr,1D4B5
ascr,1D4B6
bscr,1D4B7
cscr,1D4B8
dscr,1D4B9
fscr,1D4BB
hscr,1D4BD
iscr,1D4BE
jscr,1D4BF
kscr,1D4C0
lscr,1D4C1
mscr,1D4C2
nscr,1D4C3
pscr,1D4C5
qscr,1D4C6
rscr,1D4C7
sscr,1D4C8
tscr,1D4C9
uscr,1D4CA
vscr,1D4CB
wscr,1D4CC
xscr,1D4CD
yscr,1D4CE
zscr,1D4CF
Afr,1D504
Bfr,1D505
Dfr,1D507
Efr,1D508
Ffr,1D509
Gfr,1D50A
Jfr,1D50D
Kfr,1D50E
Lfr,1D50F
Mfr,1D510
Nfr,1D511
Ofr,1D512
Pfr,1D513
Qfr,1D514
Sfr,1D516
Tfr,1D517
Ufr,1D518
Vfr,1D519
Wfr,1D51A
Xfr,1D51B
Yfr,1D51C
afr,1D51E
bfr,1D51F
cfr,1D520
dfr,1D521
efr,1D522
ffr,1D523
gfr,1D524
hfr,1D525
ifr,1D526
jfr,1D527
kfr,1D528
lfr,1D529
mfr,1D52A
nfr,1D52B
ofr,1D52C
pfr,1D52D
qfr,1D52E
rfr,1D52F
sfr,1D530
tfr,1D531
ufr,1D532
vfr,1D533
wfr,1D534
xfr,1D535
yfr,1D536
zfr,1D537
Aopf,1D538
Bopf,1D539
Dopf,1D53B
Eopf,1D53C
Fopf,1D53D
Gopf,1D53E
Iopf,1D540
Jopf,1D541
Kopf,1D542
Lopf,1D543
Mopf,1D544
Oopf,1D546
Sopf,1D54A
Topf,1D54B
Uopf,1D54C
Vopf,1D54D
Wopf,1D54E
Xopf,1D54F
Yopf,1D550
aopf,1D552
bopf,1D553
copf,1D554
dopf,1D555
eopf,1D556
fopf,1D557
gopf,1D558
hopf,1D559
iopf,1D55A
jopf,1D55B
kopf,1D55C
lopf,1D55D
mopf,1D55E
nopf,1D55F
oopf,1D560
popf,1D561
qopf,1D562
ropf,1D563
sopf,1D564
topf,1D565
uopf,1D566
vopf,1D567
wopf,1D568
xopf,1D569
yopf,1D56A
zopf,1D56B
